Temperature;Turbidity (cm);Dissolved Oxygen (mg/L);Biochemical Oxygen Demand (mg/L);Carbon Dioxide (CO2);pH;Total Alkalinity (mg L-1);Total Hardness (mg L-1);Calcium (mg L-1);Ammonia (mg L-1);Nitrite (mg L-1);Phosphorus (mg L-1);Hydrogen Sulfide (mg L-1);Plankton Count (No. L-1);Water Quality Label;Aquaculture Suitability Tier;Aquaculture Suitability Description
16.81;19.85;69.775;54.654;89.376;90.459;343.781;2.610.851;116.596;0.0292;15.838;0.0137;0.0152;5281.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.75;20.0;6.288;50.835;92.859;60.287;298.716;1.590.654;2.218.044;0.0324;0.6136;0.0139;0.0081;5453.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
33.2;26.41;55.527;5.446;42.818;94.647;1.696.921;2.893.771;240.675;0.0334;0.9239;2.827;0.0142;5177.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
18.43;28.47;66.979;23.057;0.408;60.452;386.134;28.379;193.582;0.0465;1.909;28.596;0.005;5258.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.88;25.14;76.391;32.435;40.936;64.847;331.961;597.856;1.701.611;0.0367;0.8552;0.0266;0.0083;2372.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
34.95;19.56;71.485;30.418;94.612;61.123;468.271;2.302.822;1.740.495;0.0264;18.788;0.0292;0.0088;5668.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
31.24;15.52;72.102;5.562;89.447;91.284;436.793;2.437.937;157.938;0.0364;0.4136;25.082;0.0017;2312.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
15.48;17.52;59.907;53.831;89.317;90.762;1.137.723;415.196;205.106;0.0373;0.2014;29.442;0.0017;2158.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.13;29.53;77.967;44.183;33.898;91.731;1.958.787;2.811.166;116.717;0.0338;12.416;20.451;0.0074;5805.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
33.15;21.47;61.408;26.631;85.514;63.975;1.206.985;2.032.091;2.420.679;0.0453;14.607;0.0116;0.0178;2670.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
33.76;26.86;52.692;53.276;11.628;61.142;252.181;2.189.676;196.233;0.035;18.294;0.0274;0.0169;2978.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
34.76;21.65;6.932;40.337;8.481;63.397;46.25;2.385.703;2.019.365;0.0256;0.5156;0.0134;0.0144;5397.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
16.47;25.78;61.212;56.856;85.756;62.372;437.866;2.473.745;2.102.048;0.0452;0.6833;0.0103;0.0087;4501.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
16.26;17.41;52.878;4.647;86.447;9.22;26.445;1.529.998;122.805;0.0261;0.6676;20.304;0.0027;5637.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
15.94;24.51;68.654;48.499;88.661;94.658;1.848.181;391.896;21.637;0.0279;0.3643;21.873;0.0074;2907.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
30.57;16.04;77.597;41.598;40.765;91.099;1.692.864;227.661;243.13;0.0287;18.551;27.012;0.0159;5794.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
30.16;22.58;67.332;32.597;90.231;62.722;323.232;1.753.021;1.223.107;0.0277;0.3982;22.123;0.0027;5190.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.25;27.62;51.239;5.501;19.376;93.344;1.347.162;1.798.308;168.388;0.0307;0.2522;21.009;0.011;4941.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.66;15.03;55.202;21.082;47.788;64.167;411.553;2.841.428;124.003;0.0345;0.3164;25.665;0.0123;5745.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
34.56;24.4;68.042;37.942;48.518;61.455;1.090.923;413.829;138.785;0.0412;15.529;0.0188;0.0136;5764.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.66;15.96;50.629;56.738;86.939;62.808;410.739;2.084.189;1.028.165;0.0277;11.699;0.0294;0.0101;5139.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.86;28.95;72.658;40.982;91.779;63.191;1.823.656;2.034.082;1.869.865;0.0291;0.8977;27.949;0.0096;5053.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.18;27.5;61.096;2.888;12.226;90.945;1.232.521;2.532.606;1.074.666;0.0269;0.5644;0.013;0.0125;5520.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.7;27.32;50.226;2.109;80.714;60.031;404.708;365.935;1.319.011;0.0452;12.708;20.691;0.0145;5446.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
15.75;26.47;71.331;51.189;19.368;92.915;1.777.997;646.037;1.659.947;0.036;14.349;26.032;0.0124;2166.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
15.48;25.46;62.788;58.799;92.247;92.756;30.504;181.514;2.408.478;0.0294;0.1327;26.304;0.015;4716.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
18.39;26.99;50.764;27.814;87.132;62.216;410.692;369.304;2.478.412;0.0411;0.5322;21.504;0.0119;2169.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
30.52;28.49;79.413;57.102;97.914;61.329;417.334;2.556.722;124.264;0.0281;16.526;0.0169;0.018;5613.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.0;22.8;64.429;29.831;91.666;90.705;1.853.788;746.072;11.811;0.0447;0.5904;0.0226;0.0125;4963.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
33.11;18.5;58.886;41.954;28.172;64.489;337.702;39.433;2.245.362;0.0423;0.7638;0.0281;0.014;2965.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
30.52;15.07;75.488;42.659;89.607;61.867;334.035;2.005.589;2.175.163;0.0444;0.4478;0.0215;0.0004;4896.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
32.72;20.7;68.069;39.184;41.139;60.825;479.608;609.517;1.876.737;0.032;19.247;0.0153;0.0164;5751.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
34.14;23.25;77.092;29.031;87.099;62.528;267.138;720.452;203.663;0.0347;16.272;22.123;0.0031;2386.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
31.38;21.6;55.594;58.551;35.979;94.312;1.557.596;2.441.133;1.821.511;0.0257;0.4513;26.149;0.0094;2064.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
16.7;24.09;7.584;37.341;98.881;62.833;1.054.675;219.486;121.315;0.0372;17.758;0.0152;0.0037;5712.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.55;16.4;62.871;33.065;97.679;93.292;465.906;2.162.936;2.436.014;0.0356;0.5679;0.0193;0.0007;5110.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
15.13;21.54;79.877;30.884;12.462;6.118;1.251.725;2.387.883;2.178.799;0.039;16.183;28.511;0.0095;2811.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.51;29.55;62.578;25.648;31.318;60.009;1.540.858;1.516.909;2.488.183;0.0352;10.565;0.0156;0.0127;5713.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.15;18.6;63.808;32.987;8.726;94.106;33.697;170.343;218.031;0.0396;0.5439;0.0186;0.019;5879.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.58;24.93;60.494;49.848;98.035;61.063;256.275;1.992.763;1.123.425;0.0336;1.542;0.0202;0.0045;5657.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
32.64;17.38;63.916;52.309;90.505;93.317;475.805;614.669;103.238;0.0354;13.411;20.986;0.0063;2172.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.07;19.73;76.411;58.098;81.266;64.567;1.977.349;48.121;204.986;0.0326;0.6138;23.437;0.0076;2122.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
15.62;15.97;5.359;33.992;37.963;93.269;1.315.616;555.273;142.834;0.0479;0.4027;20.709;0.0185;5079.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
30.79;18.72;78.629;24.341;80.009;9.099;353.187;2.114.261;241.942;0.0486;14.445;2.803;0.0159;4745.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
33.18;21.55;63.407;31.732;97.431;63.694;397.941;54.068;148.548;0.0469;19.506;0.0234;0.0056;5548.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
18.12;25.52;67.962;44.207;89.494;94.608;377.252;1.815.149;234.716;0.0329;12.207;24.887;0.0024;2498.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.67;28.63;65.587;47.945;96.108;9.478;1.631.723;2.101.006;126.103;0.0487;0.1113;0.0123;0.0073;2216.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
32.59;15.99;78.599;55.832;94.456;60.051;1.923.143;433.538;173.667;0.0374;1.413;0.0214;0.0069;2163.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
17.97;20.36;76.312;39.519;92.136;61.161;1.213.691;2.148.285;188.625;0.033;11.615;28.261;0.0025;5058.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
18.41;19.04;71.523;44.766;85.047;62.823;401.697;1.922.842;124.283;0.0444;12.218;0.0276;0.0002;5134.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
19.08;28.5;60.634;34.856;18.593;62.349;1.780.031;1.874.425;1.250.219;0.0437;12.199;0.0225;0.0018;5661.0;1;Moderate Suitability;Moderate Suitability: Water conditions are broadly acceptable for aquaculture, although closer monitoring or corrective management may be required.
